70ae4059-6bbd-407d-b3bc-328e6fea8a8c	e0e4a397-5463-412a-a94a-4daf8225ec9f	Favorites	61
5aa44afa-73e6-450f-8e04-256648dde4ce	e0e4a397-5463-412a-a94a-4daf8225ec9f	Archive	62
703cbcc4-918f-4acc-b0e3-040d7a02b286	04f9f03b-ef3e-45e1-b7a0-27220ef15b94	Favorites	63
43d5db5f-ebe1-4b8c-b688-fb369db5ca60	04f9f03b-ef3e-45e1-b7a0-27220ef15b94	Archive	64
90efe16c-3bad-404a-bafb-302009434a85	04f9f03b-ef3e-45e1-b7a0-27220ef15b94	Articles	65
bb538e7f-c366-46c6-ac9e-8c186a493ef8	8172eaa9-cfdc-473c-8e5d-29c701bde39d	Favorites	66
a023122c-a44b-4206-9184-35be356c47e5	8172eaa9-cfdc-473c-8e5d-29c701bde39d	Archive	67
673bea5d-fac7-4d5f-90e2-96abf0050861	04f9f03b-ef3e-45e1-b7a0-27220ef15b94	Videos	69
1f2ed244-0414-4fb3-8608-e1ef4a7f0f5c	8172eaa9-cfdc-473c-8e5d-29c701bde39d	Videos	70
3adf05c2-86c8-4623-a3ee-52031c187fba	c1dfc0a0-c5f2-4f1c-8210-cdde414a328b	Videos	71
eb87abb1-8a18-4f76-9109-6d45ce11195e	2fb36aa4-de88-4f3d-83a3-d7b1bf2f8caa	Favorites	72
454126b9-627b-4874-8868-b24d3c8efb67	2fb36aa4-de88-4f3d-83a3-d7b1bf2f8caa	Archive	73
ddd7e1bd-4ad5-43c1-a8f6-d582e892fac2	c1dfc0a0-c5f2-4f1c-8210-cdde414a328b	Favorites	74
c2b0cab5-b936-4cc6-bfdb-2d5dd1c85d1b	c1dfc0a0-c5f2-4f1c-8210-cdde414a328b	Archive	75
4fe5d1e9-d93b-43d7-9f67-e5ce7dee1a31	c1dfc0a0-c5f2-4f1c-8210-cdde414a328b	junk	76
c13989dd-68bf-426c-be2f-ea3ff4ab5673	032e8301-e606-4064-8690-eff6902c00a4	Favorites	80
dbb771cb-88a3-4caa-af61-825bfdac0c74	032e8301-e606-4064-8690-eff6902c00a4	Archive	81
2ee7cc20-2763-4853-83cf-0dddbc68c0e9	032e8301-e606-4064-8690-eff6902c00a4	Videos	83
4346ee2a-f3e7-45c0-84f3-f887915aab41	032e8301-e606-4064-8690-eff6902c00a4	Articles	84
4d4ddd7d-da90-4bdf-bc60-c3a615621390	e0e4a397-5463-412a-a94a-4daf8225ec9f	Articles	87
\.


