f21e5ba0-5d91-4696-b958-76e809008257	4346ee2a-f3e7-45c0-84f3-f887915aab41	0e19d7b9-fe13-43b9-9861-dad1be0d7fb3	164
6fa8aec1-21b8-4bfb-b261-067ad3099e3a	4346ee2a-f3e7-45c0-84f3-f887915aab41	0e19d7b9-fe13-43b9-9861-dad1be0d7fb3	165
3be69990-5f30-4efb-a74f-024b27008a68	673bea5d-fac7-4d5f-90e2-96abf0050861	525e3dea-5862-4396-96cf-eee94e705a6c	188
b64cc67e-0f1b-4d4e-b3cd-b7afbb7baabf	673bea5d-fac7-4d5f-90e2-96abf0050861	656e9049-1d19-4b56-9d53-cc96f6207ce0	189
52edd415-79bc-4f00-ad43-f8f873ede39a	4346ee2a-f3e7-45c0-84f3-f887915aab41	0e19d7b9-fe13-43b9-9861-dad1be0d7fb3	166
20b438cc-104c-4245-91f4-7400d0a57fc9	2ee7cc20-2763-4853-83cf-0dddbc68c0e9	0e19d7b9-fe13-43b9-9861-dad1be0d7fb3	167
91866ff1-8fd9-4a7c-92fb-4311ddc5cf2f	4346ee2a-f3e7-45c0-84f3-f887915aab41	0e19d7b9-fe13-43b9-9861-dad1be0d7fb3	168
4a11f09e-9a3d-4e1d-a859-787d475d86f4	4346ee2a-f3e7-45c0-84f3-f887915aab41	1b38cf5a-e1b3-450d-a862-80a12aa36b0e	169
787464ef-ad76-46e6-922b-1ee9b4815072	ddd7e1bd-4ad5-43c1-a8f6-d582e892fac2	4c1c765a-a3b1-4638-80ef-38ba3a4bf16c	69
74d7ef0e-7d52-4c61-b9ed-8458686eb07b	4346ee2a-f3e7-45c0-84f3-f887915aab41	1b38cf5a-e1b3-450d-a862-80a12aa36b0e	170
d4c7dfab-631e-4c58-b04b-b36875094057	4346ee2a-f3e7-45c0-84f3-f887915aab41	1b38cf5a-e1b3-450d-a862-80a12aa36b0e	171
50fd9ab1-6b76-4b72-b4d0-547edaeae4ac	2ee7cc20-2763-4853-83cf-0dddbc68c0e9	1b38cf5a-e1b3-450d-a862-80a12aa36b0e	172
036d9598-2ba4-4b32-8eca-c91c4e0138ea	4346ee2a-f3e7-45c0-84f3-f887915aab41	1b38cf5a-e1b3-450d-a862-80a12aa36b0e	173
d2702c06-a77b-4220-9f5e-9f66af0ef7d1	c13989dd-68bf-426c-be2f-ea3ff4ab5673	1b38cf5a-e1b3-450d-a862-80a12aa36b0e	174
0fc4798e-f05d-4de9-9271-fbc2215086f0	70ae4059-6bbd-407d-b3bc-328e6fea8a8c	31a84b7c-dbf9-40e4-a9ea-cc9cf2de69da	175
9fb2fb44-18e8-4cf5-a6cf-f137b48b9816	eb87abb1-8a18-4f76-9109-6d45ce11195e	b4e2a7cf-ffab-4a8d-91d3-e9072da5bafc	40
445c7dcc-3d87-4e66-be48-a88de2826be3	5aa44afa-73e6-450f-8e04-256648dde4ce	15772f90-0d8d-4f42-9eb8-96d2b71a420c	179
b7a13a89-031f-4e64-9fad-7fdda625b680	dbb771cb-88a3-4caa-af61-825bfdac0c74	0cf24700-5c75-4ca9-88fb-215d49b9993d	156
e8250ce9-1300-4e2f-880c-2e0aec9baad4	dbb771cb-88a3-4caa-af61-825bfdac0c74	0e19d7b9-fe13-43b9-9861-dad1be0d7fb3	157
7c7868f0-8f27-4996-b30d-f4277f1ccf19	4d4ddd7d-da90-4bdf-bc60-c3a615621390	d80e620f-3aca-48d0-b606-18250dda9fe0	185
\.


